id,name,text
778,Hunting Arrow,This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
781,Queenly Heel,"During your opponent's next turn, Pokémon can't be played from your opponent's hand to evolve the Defending Pokémon."
782,Spinning Kick,This Pokémon also does 20 damage to itself.
784,Sunny Wind,Heal 30 damage from this Pokémon.
785,Colony Rush,This attack does 40 more damage for each of your Benched Pokémon that has any Grass Energy attached.
787,Confuse Ray,Your opponent's Active Pokémon is now Confused.
788,Razor Wing,
790,Healing Fruit,Heal all damage from 1 of your Benched Pokémon.
791,Oil Shot,
794,Will-O-Wisp,
795,Nine-Tailed Dance,"Put 9 damage counters on 1 of your opponent's Pokémon. During your next turn, this Pokémon can't attack."
796,Blaze Ball,This attack does 20 more damage for each Fire Energy attached to this Pokémon.
797,Firebreathing,"Flip a coin. If heads, this attack does 10 more damage."
798,Scalding Block,"Discard an Energy from this Pokémon. During your opponent's next turn, the Defending Pokémon can't attack."
799,Hail,This attack does 10 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
800,Freezing Wind,
801,Quick Attack,"Flip a coin. If heads, this attack does 10 more damage."
802,Icicle Punch,
803,Frost Purge,"Flip a coin. If tails, discard all Energy from this Pokémon."
805,Valiant Evolution,"Switch this Pokémon with 1 of your Benched Pokémon. If you do, search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck."
807,Jet Punch,This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
808,Justice Kick,"If this Pokémon didn't move from the Bench to the Active Spot this turn, this attack does nothing."
811,Magnetic Repulsion,You may switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)
813,Gigantic Bolt,This Pokémon also does 90 damage to itself.
814,Slight Intrusion,This Pokémon also does 10 damage to itself.
815,Energize,Attach a Basic Lightning Energy card from your discard pile to this Pokémon.
817,Wondrous Moon,You may move any amount of Psychic Energy from your Pokémon to your other Pokémon in any way you like.
818,Psychic Assault,This attack does 10 more damage for each damage counter on your opponent's Active Pokémon.
822,Rapid Spin,"Switch this Pokémon with 1 of your Benched Pokémon. If you do, switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)"
823,Kaboom Doll,"Put damage counters on your opponent's Active Pokémon until its remaining HP is 10. If you placed any damage counters in this way, this attack also does 120 damage to this Pokémon."
825,Healing Pheromone,Heal 60 damage from 1 of your Pokémon.
826,Phantom Queen,Put 3 damage counters on each of your opponent's Benched Pokémon that has any damage counters on it.
827,Cold Tea,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."
828,Hole-Diggin' Noggin,Discard the top card of your deck.
829,Hide,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon."
831,Raging and Rocking,"For each Fighting Energy attached to this Pokémon, discard the top card of your opponent's deck."
832,Land Crush,
833,Knuckle Punch,
836,Knuckle Impact,"During your next turn, this Pokémon can't attack."
838,Finishing Fang,"If your opponent's Active Pokémon has no damage counters on it before this attack does damage, this attack does nothing."
840,Iron Defense,"Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks."
843,Splattering Poison,Both Active Pokémon are now Poisoned.
845,Energy Burner,This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.
846,Swirling Tail,"Flip a coin. If heads, put your opponent's Active Pokémon and all attached cards into your opponent's hand."
848,Screw Tail,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon."
850,Trip Over,"Flip a coin. If heads, this attack does 20 more damage."
851,First Freeze,"If you go second and it's your first turn, your opponent's Active Pokémon is now Paralyzed."
854,Mountain Hurl,Discard the top 2 cards of your deck.
855,Lightning Rampage,"If your Benched Pokémon have any damage counters on them, this attack does 100 more damage."
857,Tiny Bolt,
858,Volt Wave,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."
859,Electric Ball,
860,Suction Shock,"Switch in 1 of your opponent's Benched Pokémon to the Active Spot. If you do, this attack does 60 damage to the new Active Pokémon, and then flip a coin. If heads, that Pokémon is now Paralyzed."
862,Shake and Discharge,This attack also does 10 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
863,Grasping Draw,Draw cards until you have 7 cards in your hand.
864,Slap Slap,Flip 2 coins. This attack does 30 damage for each heads.
865,Whiny Voice,Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.
867,Power Cyclone,Move an Energy from this Pokémon to 1 of your Benched Pokémon.
870,Moon Press,
875,Blasting Tackle,This attack also does 20 damage to 1 of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
877,Double Whip,Flip 2 coins. This attack does 100 damage for each heads.
878,Splitting Beam,This attack also does 20 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
879,Gaia Press,This Pokémon also does 30 damage to itself.
881,Alluring Fireball,Switch in 1 of your opponent's Benched Pokémon to the Active Spot. This attack does 30 damage to the new Active Pokémon.
882,Flame Cloak,Attach a Basic Fire Energy card from your discard pile to this Pokémon.
884,Steam Artillery,
885,Aqua Impact,This attack does 30 more damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.
887,Echoed Voice,"During your next turn, this Pokémon's Echoed Voice attack does 100 more damage (before applying Weakness and Resistance)."
888,Leer,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."
889,Loud Mix,This attack does 30 more damage for each different type of Pokémon on your Bench.
891,Mischievous Crunch,This attack does 30 damage for each Psychic Energy attached to this Pokémon.
892,Splash,
896,Iron Collecting,Put up to 2 Basic Metal Energy cards from your discard pile into your hand.
898,Blubbering,Your opponent's Active Pokémon is now Confused.
900,Rumble,"During your opponent's next turn, the Defending Pokémon can't retreat."
901,Falling Press,"Flip a coin. If heads, this attack does 80 more damage."
902,Poison Ring,"Your opponent's Active Pokémon is now Poisoned. During your opponent's next turn, that Pokémon can't retreat."
903,Muddy Hammer,Discard the top card of your opponent's deck.
904,Combustion Chain,This attack does 50 more damage for each Energy attached to your opponent's Active Pokémon.
907,Take Down,This Pokémon also does 10 damage to itself.
912,Try Bouncing,"Flip a coin. If tails, this attack does nothing."
914,Entwining Entrapment,"During your opponent's next turn, the Defending Pokémon can't retreat."
915,Tail Smack,
917,Levin Strike,Discard 2 Lightning Energy from this Pokémon. This attack does 220 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
918,Thunder Jolt,This Pokémon also does 10 damage to itself.
919,Thunderous Edge,This attack's damage isn't affected by any effects on your opponent's Active Pokémon.
920,Rapid Draw,Draw 2 cards.
921,Techno Turbo,Attach a Basic Lightning Energy card from your discard pile to 1 of your Benched Pokémon.
922,Shared Peace,Each player draws 3 cards.
924,Powerful Steps,"Search your deck for up to 2 Basic Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck."
928,Antique Collecting,Put up to 2 in any combination of Item cards and Pokémon Tool cards from your discard pile into your hand.
929,Pour Tea,Put 5 damage counters on your opponent's Active Pokémon.
931,Two Four-ocious,"If your opponent has exactly 2 or 4 Prize cards remaining, this attack does 120 more damage."
932,Big Bite,"During your opponent's next turn, the Defending Pokémon can't retreat."
934,Dig,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon."
939,Poison Shard,Your opponent's Active Pokémon is now Poisoned.
940,Poisonous Gem,Your opponent's Active Pokémon is now Poisoned.
941,Burning Darkness,This attack does 30 more damage for each Prize card your opponent has taken.
945,Coordinated Pack,"For each of your Benched Houndour, search your deck for a Basic Darkness Energy card and attach it to that Houndour. Then, shuffle your deck."
946,Focus Fangs,"Flip a coin. If tails, this attack does nothing."
947,Daring Strike,"If your opponent's Active Pokémon is an Evolution Pokémon, this attack does 70 more damage."
948,Shadow Slash,Discard an Energy from this Pokémon.
949,Punishing Scissors,This attack does 50 more damage for each of your opponent's Pokémon in play that has an Ability.
951,Dark Slumber,Your opponent's Active Pokémon is now Asleep.
952,Night Cyclone,Move all Energy from this Pokémon to your Benched Pokémon in any way you like.
954,Slashing Steel,"During your next turn, this Pokémon can't use Slashing Steel."
955,Suffocating Gas,
957,Defense Curl,"Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks."
959,Mirror Draw,Draw cards until you have the same number of cards in your hand as your opponent.
961,Melt,
962,Oracle Press,"During your opponent's next turn, prevent all effects of attacks used by your opponent's Pokémon done to this Pokémon. (Damage is not an effect.)"
963,Extrasensory,"If you have the same number of cards in your hand as your opponent, this attack does 90 more damage."
964,Metal-bolize,"Search your deck for up to 2 Basic Metal Energy cards and attach them to this Pokémon. Then, shuffle your deck."
965,Full Metal Knuckle,This attack does 30 more damage for each Metal Energy attached to this Pokémon.
966,Metal Claw,
967,Fury Cutter,"Flip 3 coins. If 1 of them is heads, this attack does 20 more damage. If 2 of them are heads, this attack does 60 more damage. If all of them are heads, this attack does 120 more damage."
969,Dragon Tail,Flip 2 coins. This attack does 70 damage for each heads.
970,Strike Down,"If your opponent's Active Pokémon has 4 or more damage counters on it, that Pokémon is Knocked Out."
971,Massive Rend,
973,Hug,"During your opponent's next turn, the Defending Pokémon can't retreat."
974,Feint Attack,"This attack does 50 damage to 1 of your opponent's Pokémon. This attack's damage isn't affected by Weakness or Resistance, or by any effects on that Pokémon."
975,Pitch-Black Blade,"During your next turn, this Pokémon can't attack."
976,Hypnotic Ray,Your opponent's Active Pokémon is now Asleep.
981,Tail Snap,
983,Mighty Meteor,"Flip a coin. If heads, this attack does 140 more damage. If tails, during your next turn, this Pokémon can't attack."
984,Outrage,This attack does 10 more damage for each damage counter on this Pokémon.
985,Evil Claw,"If the Defending Pokémon is a Basic Pokémon, it can't attack during your opponent's next turn."
986,Hound's Fang,This Pokémon also does 30 damage to itself.
987,Future Sight,Look at the top 3 cards of either player's deck and put them back in any order.
988,Cursed Slug,"If your opponent has 3 or fewer cards in their hand, this attack does 120 more damage."
989,Triple Nose,Flip 3 coins. This attack does 40 damage for each heads.
990,Iron Buster,"During your next turn, this Pokémon can't attack."
991,Triple Cutter,Flip 3 coins. This attack does 10 damage for each heads.
992,Spinning Draw,Draw a card.
994,Wild Drift,"During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance)."
996,Soothing Lullaby,"Your opponent's Active Pokémon is now Asleep. During Pokémon Checkup, your opponent flips 2 coins instead of 1. If either of them is tails, that Pokémon is still Asleep."
997,Blustery Wind,You may discard a Stadium in play.
999,Spike Draw,Draw 2 cards.
1001,Cheer Up,Attach an Energy card from your hand to 1 of your Pokémon.
1007,Fluffy Guard,"During your opponent's next turn, this Pokémon takes 20 less damage from attacks (after applying Weakness and Resistance)."
1010,Damage Rush,Flip a coin until you get tails. This attack does 30 more damage for each heads.
1012,Never Ever Enough,"Look at the top 3 cards of your deck. You may put those cards into your hand. If you don't, discard those cards and draw 3 cards."
1013,Slip 'n' Roll,"During your next turn, this Pokémon can't use Slip 'n' Roll."
1014,Disarming Voice,Your opponent's Active Pokémon is now Confused.
1015,Stompy Stomp,Flip 2 coins. This attack does 10 damage for each heads.
1019,Chomp Chomp Panic,This attack does 50 damage for each Colorless in your opponent's Active Pokémon's Retreat Cost.
1023,Finest Selection,Flip 3 coins. Put a number of cards up to the number of heads from your discard pile into your hand.
1024,Perfume Press,Your opponent's Active Pokémon is now Confused.
1026,Synchronized Feathers,"If Flamigo is on your Bench, this attack also does 60 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)"
1029,Nicked Nibble,Discard the top card of your opponent's deck.
1033,Confounding Cologne,Your opponent's Active Pokémon is now Confused.
1034,High-Impact Kick,"Flip a coin. If tails, this Pokémon also does 60 damage to itself."
1079,Static Slap,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon."
1081,Tail Whap,
1082,Delve,Put up to 2 Item cards from your discard pile into your hand.
1087,Leech Seed,Heal 20 damage from this Pokémon.
1090,Dangerous Toxwhip,Your opponent's Active Pokémon is now Confused and Poisoned.
1091,Withdraw,"Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks."
1093,Gnaw the Wound,This attack does 10 more damage for each damage counter on your opponent's Active Pokémon.
1094,Free Diving,Put up to 3 Basic Water Energy cards from your discard pile into your hand.
1096,Acid Spray,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon."
1097,Twin Cannons,Discard up to 2 Basic Water Energy cards from your hand. This attack does 140 damage for each card you discarded in this way.
1099,Menacing Fangs,Your opponent discards 2 cards from their hand.
1100,Whirlwind,Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)
1101,Bye-Bye Flight,"Choose 1 of your opponent's Benched Pokémon. Shuffle that Pokémon and all attached cards into their deck, and then shuffle this Pokémon and all attached cards into your deck. If your opponent has no Benched Pokémon, this attack does nothing."
1102,Charge,"Search your deck for a Basic Lightning Energy card and attach it to this Pokémon. Then, shuffle your deck."
1106,Poison Horn,Your opponent's Active Pokémon is now Poisoned.
1109,Superpowered Horns,
1110,Fetch Family,"Search your deck for up to 3 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
1112,Venomous Impact,Your opponent's Active Pokémon is now Poisoned.
1114,Moon-Viewing Invitation,"Search your deck for up to 3 Clefairy and put them onto your Bench. Then, shuffle your deck."
1115,Smack,
1116,Follow Me,Switch in 1 of your opponent's Benched Pokémon to the Active Spot.
1117,More Moon,"If your opponent's Pokémon is Knocked Out by damage from this attack, take 1 more Prize card."
1118,Drool,
1121,Spore Ball,Your opponent's Active Pokémon is now Asleep.
1123,Mud Bomb,
1124,Spread Filaments,"Flip 2 coins. Search your deck for a number of Grass Pokémon up to the number of heads and put them onto your Bench. Then, shuffle your deck."
1130,Zzzt,
1133,Brave Wing,"If this Pokémon has any damage counters on it, this attack does 100 more damage."
1134,Explosive Vortex,Discard 3 Energy from this Pokémon.
1135,Leaf Munch,"If your opponent's Active Pokémon is a Grass Pokémon, this attack does 30 more damage."
1137,Defensive Posture,"Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks."
1146,Spike Rend,"If your opponent's Active Pokémon already has any damage counters on it, this attack does 100 more damage."
1147,Queen Press,"During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon."
1148,Lunge Out,
1149,Lead,"Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck."
1151,Friend Tackle,"If you played a Supporter card from your hand during this turn, this attack does 90 more damage."
1154,Perplexing Powder,"Your opponent's Active Pokémon is now Confused. During your opponent's next turn, they can't play any Item cards from their hand."
1155,Speed Wing,
1156,Nadir Needle,"If you have no cards in your hand, this attack does 120 more damage, and your opponent's Active Pokémon is now Paralyzed and Poisoned."
1159,Beak Catch,"Search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck."
1162,Heat Wave,Your opponent's Active Pokémon is now Burned.
1163,Mirrored Flames,"If you have the same number of cards in your hand as your opponent, this attack does 140 more damage."
1166,Beam,
1167,Come Here Right Meow,"Flip a coin. If heads, switch in 1 of your opponent's Benched Pokémon to the Active Spot."
1170,Torrid Torrent,Attach up to 2 Basic Fire Energy cards from your discard pile to this Pokémon.
1171,Dynamite Fang,Discard 2 Fire Energy from this Pokémon.
1172,Overthink,"During your opponent's next turn, whenever they flip a coin, treat it as tails."
1174,Bubble,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."
1176,Frog Hop,"Flip a coin. If heads, this attack does 60 more damage."
1177,Spit Up,
1178,Slow-Acting Acid,"At the end of your opponent's next turn, put 12 damage counters on the Defending Pokémon."
1180,Mach Turn,Switch this Pokémon with 1 of your Benched Pokémon.
1181,Junk Magnet,Put up to 2 Item cards from your discard pile into your hand.
1183,Ballistic Beak,This attack does 30 more damage for each damage counter on this Pokémon.
1186,Hollow Dive,Put 3 damage counters on your opponent's Benched Pokémon in any way you like.
1187,Thumpalanche,Discard the top 5 cards of your deck. This attack does 80 damage for each Pokémon with a Retreat Cost of exactly 4 that you discarded in this way.
1188,Heavy Impact,
1189,Vaporize,Discard a Water Energy from your opponent's Active Pokémon.
1190,Teleportation Attack,Switch this Pokémon with 1 of your Benched Pokémon.
1191,Mountain Mashing,Discard the top card of your opponent's deck.
1195,Tingle,
1196,Watering,
1197,Poisonous Whip,Your opponent's Active Pokémon is now Poisoned.
1198,Tentacular Panic,"Flip a coin until you get tails. This attack does 90 damage for each heads. If the first flip is tails, your opponent's Active Pokémon is now Confused."
1199,Dynamic Roll,"During your next turn, attacks used by this Pokémon do 120 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)."
1200,Rock Blaster,This attack's damage isn't affected by Resistance.
1203,Sea Bathing,"Heal 30 damage from this Pokémon, and it recovers from all Special Conditions."
1205,Package Deal,Draw 2 cards.
1206,Leek Clobber,
1208,Thrash,"Flip a coin. If tails, this Pokémon also does 20 damage to itself. If heads, this attack does 20 more damage."
1210,Mountain Ramming,Discard the top card of your opponent's deck.
1211,Mountain Chopping,Discard the top 2 cards of your opponent's deck.
1214,Rock Cannon,Flip a coin until you get tails. This attack does 40 damage for each heads.
1216,Tiny Charge,
1217,Big Explosion,This Pokémon also does 60 damage to itself.
1219,Gummy Press,"During your opponent's next turn, the Defending Pokémon's Retreat Cost is Colorless more."
1221,Aquatic Rescue,Put up to 4 Pokémon from your discard pile into your hand.
1222,Super Splash,
1223,Rant and Rave,This Pokémon is now Confused.
1224,Raging Smash,"If this Pokémon isn't Confused, this attack does nothing."
1225,Bubble Beam,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed."
1226,Heroic Punch,"Flip a coin. If heads, this attack does 150 more damage."
1227,Mind Jack,This attack does 30 more damage for each of your opponent's Benched Pokémon.
1228,Dimensional Hand,This attack can be used even if this Pokémon is on the Bench.
1229,Stiffen,"During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance)."
1231,Big Yawn,Both Active Pokémon are now Asleep.
1232,Laid-Back Tackle,"If this Pokémon evolved during this turn, this attack does nothing."
1233,Dual Splash,This attack does 50 damage to 2 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1234,Aurora Beam,
1235,Sticky Jail,"During your opponent's next turn, attacks used by the Defending Pokémon cost Colorless more, and its Retreat Cost is Colorless more."
1236,Sludge Bomb,
1237,Shell Press,"During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance)."
1238,Protect Charge,"During your opponent's next turn, this Pokémon takes 80 less damage from attacks (after applying Weakness and Resistance)."
1240,Hit Twice,Flip 2 coins. This attack does 10 damage for each heads.
1241,Bone Throw,This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1243,Twister Kick,This attack does 10 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Switch this Pokémon with 1 of your Benched Pokémon.
1245,Excited Punch,"During your next turn, this Pokémon's Excited Punch attack does 60 more damage (before applying Weakness and Resistance)."
1246,Wrack Down,
1247,Charismatic Drill,"If you played Giovanni's Charisma from your hand during this turn, this attack does 140 more damage."
1248,Triple Draw,Draw 3 cards.
1249,Incessant Punching,Flip 4 coins. This attack does 100 damage for each heads.
1250,Blinding Ink,"During your opponent's next turn, if the Defending Pokémon tries to use an attack, your opponent flips 2 coins. If either of them is tails, that attack doesn't happen."
1251,Swim Freely,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon."
1252,Aqua Horn,This attack does 30 more damage for each Water Energy attached to this Pokémon.
1253,Swift,"This attack's damage isn't affected by Weakness or Resistance, or by any effects on your opponent's Active Pokémon."
1255,Flare Combo,"If Electabuzz is on your Bench, this attack does 80 more damage."
1256,Gather the Crew,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck."
1257,Rage,This attack does 10 more damage for each damage counter on this Pokémon.
1258,Destructive Flame,"Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon."
1259,Fighting Blaze,"If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 90 more damage."
1260,Tentacular Return,Put an Energy attached to your opponent's Active Pokémon into their hand.
1261,Aqua Split,This attack also does 30 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1263,Devolution Ray,"If your opponent's Active Pokémon is an evolved Pokémon, devolve it by putting the highest Stage Evolution card on it into your opponent's hand."
1264,Thudding Press,This Pokémon also does 30 damage to itself.
1265,Tumbling Attack,"Flip a coin. If heads, this attack does 20 more damage."
1266,Suspicious Gas,Your opponent's Active Pokémon is now Confused.
1267,Push Down,Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.)
1268,Boulder Crush,
1272,Reckless Throw,"If you have more Prize cards remaining than your opponent, this attack does 90 more damage."
1273,Splashy Splash,"Flip a coin until you get tails. For each heads, draw a card."
1274,Hyper Beam,Discard an Energy from your opponent's Active Pokémon.
1275,Double Scratch,Flip 2 coins. This attack does 70 damage for each heads.
1276,Draining Blade,Heal 30 damage from this Pokémon.
1277,Blizzard,This attack also does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1279,Hammer Arm,Discard the top card of your opponent's deck.
1280,Guillotine,
1281,Bang Boom Chain,"Before doing damage, you may discard any number of Pokémon Tools from your Pokémon. This attack does 40 more damage for each card you discarded in this way."
1286,Tactful Tangling,"If you played Erika's Invitation from your hand during this turn, this attack does 60 more damage."
1287,Triple Strike,Flip 3 coins. This attack does 10 damage for each heads.
1288,Sprinkle Water,
1289,Psypower,Put 3 damage counters on your opponent's Pokémon in any way you like.
1290,Heart-Stopping Kiss,"If your opponent's Active Pokémon is Asleep, it is Knocked Out."
1291,Icy Wind,Your opponent's Active Pokémon is now Asleep.
1292,Electro Combo,"If Magmar is on your Bench, this attack does 40 more damage."
1295,Fighting Lightning,"If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 90 more damage."
1296,Conversion 4,"Choose Grass, Fire, Water, Lightning, Psychic, Fighting, Darkness, Metal, or Dragon type. Until the Defending Pokémon leaves the Active Spot, its Weakness is now that type. (The amount of Weakness doesn't change.)"
1297,Salt Water,"Flip a coin. If heads, search your deck for up to 2 Basic Water Energy cards and attach them to this Pokémon. Then, shuffle your deck."
1298,Crabhammer,
1300,Tongue-Tied,"During your opponent's next turn, the Defending Pokémon can't attack."
1301,Spinning Fumes,This attack also does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1303,Helpful Slash,Attach a Basic Grass Energy card from your discard pile to 1 of your Benched Pokémon.
1304,Slicing Blade,
1305,Hop on My Back,"Search your deck for up to 2 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck."
1306,Aqua Edge,
1307,Splup,
1308,Colorful Friends,"Search your deck for up to 3 Pokémon of different types, reveal them, and put them into your hand. Then, shuffle your deck."
1309,Skip,
1310,Spiral Drain,Heal 30 damage from this Pokémon.
1311,Fighting Whirlpool,"If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 90 more damage."
1314,Dragon Pulse,Discard the top 2 cards of your deck.
1318,Reflective Barrier,"During your opponent's next turn, if this Pokémon is damaged by an attack (even if it is Knocked Out), put damage counters on the Attacking Pokémon equal to the damage done to this Pokémon."
1319,Psyslash,Discard 2 Energy from this Pokémon.
1327,Multishot Lightning,This attack also does 90 damage to 1 of your opponent's Benched Pokémon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokémon.)
1328,Blazing Flight,Discard 2 Fire Energy from this Pokémon. This attack does 120 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1330,Draconic Whip,
1331,Genome Hacking,Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.
1383,Stealthy Shuriken,This attack does 40 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1384,Torrential Slash,"If your opponent's Active Pokémon already has any damage counters on it, this attack does 120 more damage."
1385,Scrappy Spark,Flip a coin until you get tails. This attack does 30 more damage for each heads.
1394,Triple Spin,Flip 3 coins. This attack does 10 damage for each heads.
1395,Daunting Eyes,"Flip a coin until you get tails. For each heads, shuffle an Energy attached to your opponent's Active Pokémon into their deck."
1396,Cutting Wind,
1397,Frost Bullet,This attack also does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1400,Arm Thrust Needle,"During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Pokémon that have an Ability, except any Simisage."
1403,Crag Bash,"During your opponent's next turn, this Pokémon takes 100 less damage from attacks from Evolution Pokémon (after applying Weakness and Resistance)."
1404,Quick Blow,"Flip a coin. If heads, this attack does 20 more damage."
1408,Protect,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon."
1410,Satellite Beam,This attack does 30 damage for each Energy card in your opponent's discard pile.
1411,Brain Shake,Your opponent's Active Pokémon is now Confused.
1414,Clinging Spore,Attach a Basic Grass Energy card from your hand to 1 of your Benched Pokémon.
1415,Vine Slap,
1418,Mushroom Drain,Heal 30 damage from this Pokémon.
1419,Leaf Bringer,Attach up to 2 Basic Grass Energy cards from your discard pile to 1 of your Pokémon.
1420,Binding Greed,"During your opponent's next turn, attacks used by the Defending Pokémon cost ColorlessColorless more."
1421,Scorching Heater,"During your opponent's next turn, if this Pokémon is damaged by an attack (even if it is Knocked Out), put 6 damage counters on the Attacking Pokémon."
1423,Searing Flame,Your opponent's Active Pokémon is now Burned.
1425,Dual Turbo,Choose up to 2 of your Benched Pokémon and attach a Basic Fire Energy card from your discard pile to each of them.
1429,Rolling Fireball,Put an Energy attached to this Pokémon into your hand.
1431,Magma Punch,
1432,Fiery Fighting Spirit,"Search your deck for a Basic Fire Energy card and attach it to this Pokémon. Then, shuffle your deck."
1434,Scorching Bazooka,This attack does 40 more damage for each Fire Energy attached to this Pokémon.
1435,Heat Ray,"During your next turn, this Pokémon can't use Heat Ray."
1436,Flare Bringer,Attach up to 2 Basic Fire Energy cards from your discard pile to 1 of your Pokémon.
1437,Megafire of Envy,"If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 90 more damage."
1440,Whirltide,"Reveal the top 6 cards of your deck. This attack does 60 damage to 1 of your opponent's Pokémon for each Energy card you find there. Then, discard those Energy cards and shuffle the other cards back into your deck. (Don't apply Weakness and Resistance for Benched Pokémon.)"
1441,Hydro Splash,
1443,Smokescreen Shot,"During your opponent's next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen."
1444,Drawup Power,"Search your deck for an Energy card, reveal it, and put it into your hand. Then, shuffle your deck."
1445,Hypno Splash,Your opponent's Active Pokémon is now Asleep.
1446,Ice Shard,"If your opponent's Active Pokémon is a Fighting Pokémon, this attack does 30 more damage."
1447,Hydro Lander,Attach up to 3 Basic Fighting Energy cards from your discard pile to your Benched Pokémon in any way you like.
1448,Sonic Dive,Discard 2 Energy from this Pokémon. This attack does 120 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1449,Buoyant Healing,Heal 120 damage from 1 of your Benched Pokémon.
1450,Teleportation Burst,You may switch this Pokémon with 1 of your Benched Pokémon.
1451,Prize Count,"If you have more Prize cards remaining than your opponent, this attack does 80 more damage."
1454,Liquid Lashing,This attack also does 30 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)
1458,Icicle Sole,Put damage counters on 1 of your opponent's Pokémon until its remaining HP is 30.
