id,cardId,name,supertype,subtypes,hp,types,evolvesFrom,weaknesses,resistances,evolvesTo,retreatCost,convertedRetreatCost,flavorText,artist,rarity,nationalPokedexNumbers,regulationMark,imagesSmall,imagesLarge,rules,number,setId
889,sv3pt5-93,Haunter,Pokémon,"[""Stage 1""]",80,"[""Psychic""]",Gastly,"[""Darkness""]","[""Fighting""]","[""Gengar""]","[""Colorless""]",1,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.,Tomokazu Komiya,Uncommon,[93],G,/card-images/sv3pt5-93_small.webp,/card-images/sv3pt5-93_large.webp,,93,5
890,sv3pt5-55,Golduck,Pokémon,"[""Stage 1""]",110,"[""Water""]",Psyduck,"[""Lightning""]",,,"[""Colorless""]",1,"When it swims at full speed using its long, webbed limbs, its forehead somehow begins to glow.",Taira Akitsu,Uncommon,[55],G,/card-images/sv3pt5-55_small.webp,/card-images/sv3pt5-55_large.webp,,55,5
891,sv3pt5-57,Primeape,Pokémon,"[""Stage 1""]",120,"[""Fighting""]",Mankey,"[""Psychic""]",,,"[""Colorless"",""Colorless""]",2,It becomes wildly furious if it even senses someone looking at it. It chases anyone that meets its glare.,Mina Nakai,Uncommon,[57],G,/card-images/sv3pt5-57_small.webp,/card-images/sv3pt5-57_large.webp,,57,5
892,sv3pt5-62,Poliwrath,Pokémon,"[""Stage 2""]",160,"[""Water""]",Poliwhirl,"[""Lightning""]",,,"[""Colorless"",""Colorless""]",2,Poliwrath is skilled at both swimming and martial arts. It uses its well-trained arms to dish out powerful punches.,Kurata So,Uncommon,[62],G,/card-images/sv3pt5-62_small.webp,/card-images/sv3pt5-62_large.webp,,62,5
893,sv3pt5-65,Alakazam ex,Pokémon,"[""Stage 2"",""ex""]",310,"[""Psychic""]",Kadabra,"[""Darkness""]","[""Fighting""]",,"[""Colorless""]",1,,Mitsuhiro Arita,Double Rare,[65],G,/card-images/sv3pt5-65_small.webp,/card-images/sv3pt5-65_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",65,5
894,sv3pt5-74,Geodude,Pokémon,"[""Basic""]",80,"[""Fighting""]",,"[""Grass""]",,"[""Graveler""]","[""Colorless"",""Colorless""]",2,It uses both hands to climb precipitous cliffs. People who see it in action have been known to take up bouldering.,Uta,Common,[74],G,/card-images/sv3pt5-74_small.webp,/card-images/sv3pt5-74_large.webp,,74,5
895,sv3pt5-80,Slowbro,Pokémon,"[""Stage 1""]",130,"[""Psychic""]",Slowpoke,"[""Darkness""]","[""Fighting""]",,"[""Colorless"",""Colorless""]",2,"When a Slowpoke went hunting in the sea, its tail was bitten by a Shellder. That made it evolve into Slowbro.",OKACHEKE,Uncommon,[80],G,/card-images/sv3pt5-80_small.webp,/card-images/sv3pt5-80_large.webp,,80,5
896,sv3pt5-87,Dewgong,Pokémon,"[""Stage 1""]",130,"[""Water""]",Seel,"[""Lightning""]",,,"[""Colorless"",""Colorless""]",2,It sunbathes on the beach after meals. The rise in its body temperature helps its digestion.,aoki,Uncommon,[87],G,/card-images/sv3pt5-87_small.webp,/card-images/sv3pt5-87_large.webp,,87,5
897,sv3pt5-89,Muk,Pokémon,"[""Stage 1""]",150,"[""Darkness""]",Grimer,"[""Fighting""]",,,"[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,"It's thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",Nisota Niso,Uncommon,[89],G,/card-images/sv3pt5-89_small.webp,/card-images/sv3pt5-89_large.webp,,89,5
898,sv3pt5-90,Shellder,Pokémon,"[""Basic""]",70,"[""Water""]",,"[""Lightning""]",,"[""Cloyster""]","[""Colorless"",""Colorless""]",2,"It is encased in a shell that is harder than diamond. Inside, however, it is surprisingly tender.",Nelnal,Common,[90],G,/card-images/sv3pt5-90_small.webp,/card-images/sv3pt5-90_large.webp,,90,5
899,sv3pt5-91,Cloyster,Pokémon,"[""Stage 1""]",130,"[""Water""]",Shellder,"[""Lightning""]",,,"[""Colorless"",""Colorless"",""Colorless""]",3,"Cloyster that live in seas with harsh tidal currents grow large, sharp spikes on their shells.",Nelnal,Uncommon,[91],G,/card-images/sv3pt5-91_small.webp,/card-images/sv3pt5-91_large.webp,,91,5
900,sv3pt5-97,Hypno,Pokémon,"[""Stage 1""]",110,"[""Psychic""]",Drowzee,"[""Darkness""]","[""Fighting""]",,"[""Colorless"",""Colorless""]",2,"When it locks eyes with an enemy, it will use a mix of psi moves, such as Hypnosis and Confusion.",Mousho,Uncommon,[97],G,/card-images/sv3pt5-97_small.webp,/card-images/sv3pt5-97_large.webp,,97,5
901,sv3pt5-104,Cubone,Pokémon,"[""Basic""]",70,"[""Fighting""]",,"[""Grass""]",,"[""Marowak""]","[""Colorless""]",1,"This Pokémon wears the skull of its deceased mother. Sometimes Cubone's dreams make it cry, but each tear Cubone sheds makes it stronger.",Shinya Komatsu,Common,[104],G,/card-images/sv3pt5-104_small.webp,/card-images/sv3pt5-104_large.webp,,104,5
902,sv3pt5-105,Marowak,Pokémon,"[""Stage 1""]",120,"[""Fighting""]",Cubone,"[""Grass""]",,,"[""Colorless"",""Colorless""]",2,"When this Pokémon evolved, the skull of its mother fused to it. Marowak's temperament also turned vicious at the same time.",Shinya Komatsu,Rare,[105],G,/card-images/sv3pt5-105_small.webp,/card-images/sv3pt5-105_large.webp,,105,5
903,sv3pt5-106,Hitmonlee,Pokémon,"[""Basic""]",120,"[""Fighting""]",,"[""Psychic""]",,,"[""Colorless"",""Colorless""]",2,The legs freely contract and stretch. The stretchy legs allow it to hit a distant foe with a rising kick.,Hitoshi Ariga,Uncommon,[106],G,/card-images/sv3pt5-106_small.webp,/card-images/sv3pt5-106_large.webp,,106,5
904,sv3pt5-107,Hitmonchan,Pokémon,"[""Basic""]",120,"[""Fighting""]",,"[""Psychic""]",,,"[""Colorless""]",1,"Its punches slice the air. However, it seems to need a short break after fighting for three minutes.",DOM,Uncommon,[107],G,/card-images/sv3pt5-107_small.webp,/card-images/sv3pt5-107_large.webp,,107,5
905,sv3pt5-112,Rhydon,Pokémon,"[""Stage 1""]",120,"[""Fighting""]",Rhyhorn,"[""Grass""]",,"[""Rhyperior""]","[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees Fahrenheit.",GOSSAN,Uncommon,[112],G,/card-images/sv3pt5-112_small.webp,/card-images/sv3pt5-112_large.webp,,112,5
906,sv3pt5-115,Kangaskhan ex,Pokémon,"[""Basic"",""ex""]",230,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless"",""Colorless""]",2,,N-DESIGN Inc.,Double Rare,[115],G,/card-images/sv3pt5-115_small.webp,/card-images/sv3pt5-115_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",115,5
907,sv3pt5-117,Seadra,Pokémon,"[""Stage 1""]",80,"[""Water""]",Horsea,"[""Lightning""]",,"[""Kingdra""]","[""Colorless""]",1,"Seadra's mouth is slender, but its suction power is strong. In an instant, Seadra can suck in food that's larger than the opening of its mouth.",aspara,Uncommon,[117],G,/card-images/sv3pt5-117_small.webp,/card-images/sv3pt5-117_large.webp,,117,5
908,sv3pt5-119,Seaking,Pokémon,"[""Stage 1""]",110,"[""Water""]",Goldeen,"[""Lightning""]",,,"[""Colorless"",""Colorless""]",2,"Using its horn, it bores holes in riverbed boulders, making nests to prevent its eggs from washing away.",SIE NANAHARA,Uncommon,[119],G,/card-images/sv3pt5-119_small.webp,/card-images/sv3pt5-119_large.webp,,119,5
909,sv3pt5-120,Staryu,Pokémon,"[""Basic""]",60,"[""Water""]",,"[""Lightning""]",,"[""Starmie""]","[""Colorless""]",1,"Fish Pokémon nibble at it, but Staryu isn't bothered. Its body regenerates quickly, even if part of it is completely torn off.",Arai Kiriko,Common,[120],G,/card-images/sv3pt5-120_small.webp,/card-images/sv3pt5-120_large.webp,,120,5
910,sv3pt5-126,Magmar,Pokémon,"[""Basic""]",90,"[""Fire""]",,"[""Water""]",,"[""Magmortar""]","[""Colorless"",""Colorless""]",2,These Pokémon's bodies are constantly burning. Magmar are feared as one of the causes behind fires.,Toshinao Aoki,Common,[126],G,/card-images/sv3pt5-126_small.webp,/card-images/sv3pt5-126_large.webp,,126,5
911,sv3pt5-128,Tauros,Pokémon,"[""Basic""]",120,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless"",""Colorless""]",2,"When it targets an enemy, it charges furiously while whipping its body with its long tails.",Takeshi Nakamura,Uncommon,[128],G,/card-images/sv3pt5-128_small.webp,/card-images/sv3pt5-128_large.webp,,128,5
912,sv3pt5-136,Flareon,Pokémon,"[""Stage 1""]",130,"[""Fire""]",Eevee,"[""Water""]",,,"[""Colorless"",""Colorless""]",2,"Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees Fahrenheit.",Ryota Murayama,Rare,[136],G,/card-images/sv3pt5-136_small.webp,/card-images/sv3pt5-136_large.webp,,136,5
913,sv3pt5-138,Omanyte,Pokémon,"[""Stage 1""]",100,"[""Water""]",Antique Helix Fossil,"[""Lightning""]",,"[""Omastar""]","[""Colorless"",""Colorless""]",2,"This Pokémon is a member of an ancient, extinct species. Omanyte paddles through water with its 10 tentacles, looking like it's just drifting along.",Akira Komayama,Uncommon,[138],G,/card-images/sv3pt5-138_small.webp,/card-images/sv3pt5-138_large.webp,,138,5
914,sv3pt5-139,Omastar,Pokémon,"[""Stage 2""]",150,"[""Water""]",Omanyte,"[""Lightning""]",,,"[""Colorless"",""Colorless"",""Colorless""]",3,"Omastar's sharp fangs could crush rock, but the Pokémon can attack only the prey that come within reach of its tentacles.",Akira Komayama,Rare,[139],G,/card-images/sv3pt5-139_small.webp,/card-images/sv3pt5-139_large.webp,,139,5
915,sv3pt5-142,Aerodactyl,Pokémon,"[""Stage 1""]",130,"[""Colorless""]",Antique Old Amber,"[""Lightning""]","[""Fighting""]",,,0,Aerodactyl's sawlike fangs can shred skin to tatters—even the skin of Steel-type Pokémon.,Shinji Kanda,Rare,[142],G,/card-images/sv3pt5-142_small.webp,/card-images/sv3pt5-142_large.webp,,142,5
916,sv3pt5-143,Snorlax,Pokémon,"[""Basic""]",150,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,"This Pokémon's stomach is so strong, even eating moldy or rotten food will not affect it.",HYOGONOSUKE,Uncommon,[143],G,/card-images/sv3pt5-143_small.webp,/card-images/sv3pt5-143_large.webp,,143,5
917,sv3pt5-100,Voltorb,Pokémon,"[""Basic""]",60,"[""Lightning""]",,"[""Fighting""]",,"[""Electrode""]","[""Colorless""]",1,"It rolls to move. If the ground is uneven, a sudden jolt from hitting a bump can cause it to explode.",nagimiso,Common,[100],G,/card-images/sv3pt5-100_small.webp,/card-images/sv3pt5-100_large.webp,,100,5
918,sv3pt5-109,Koffing,Pokémon,"[""Basic""]",60,"[""Darkness""]",,"[""Fighting""]",,"[""Weezing""]","[""Colorless""]",1,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash.",Shibuzoh.,Common,[109],G,/card-images/sv3pt5-109_small.webp,/card-images/sv3pt5-109_large.webp,,109,5
919,sv3pt5-111,Rhyhorn,Pokémon,"[""Basic""]",100,"[""Fighting""]",,"[""Grass""]",,"[""Rhydon""]","[""Colorless"",""Colorless"",""Colorless""]",3,"It can remember only one thing at a time. Once it starts rushing, it forgets why it started.",GOSSAN,Common,[111],G,/card-images/sv3pt5-111_small.webp,/card-images/sv3pt5-111_large.webp,,111,5
920,sv3pt5-116,Horsea,Pokémon,"[""Basic""]",60,"[""Water""]",,"[""Lightning""]",,"[""Seadra""]","[""Colorless""]",1,They swim with dance-like motions and cause whirlpools to form. Horsea compete to see which of them can generate the biggest whirlpool.,aspara,Common,[116],G,/card-images/sv3pt5-116_small.webp,/card-images/sv3pt5-116_large.webp,,116,5
921,sv3pt5-127,Pinsir,Pokémon,"[""Basic""]",120,"[""Grass""]",,"[""Fire""]",,,"[""Colorless"",""Colorless""]",2,This Pokémon clamps its pincers down on its prey and then either splits the prey in half or flings it away.,Yuya Oka,Uncommon,[127],G,/card-images/sv3pt5-127_small.webp,/card-images/sv3pt5-127_large.webp,,127,5
922,sv3pt5-129,Magikarp,Pokémon,"[""Basic""]",30,"[""Water""]",,"[""Lightning""]",,"[""Gyarados""]","[""Colorless""]",1,"An underpowered, pathetic Pokémon. It may jump high on rare occasions but never more than seven feet.",Kouki Saitou,Common,[129],G,/card-images/sv3pt5-129_small.webp,/card-images/sv3pt5-129_large.webp,,129,5
923,sv3pt5-130,Gyarados,Pokémon,"[""Stage 1""]",190,"[""Water""]",Magikarp,"[""Lightning""]",,,"[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,"Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it.",Kouki Saitou,Rare,[130],G,/card-images/sv3pt5-130_small.webp,/card-images/sv3pt5-130_large.webp,,130,5
924,sv3pt5-140,Kabuto,Pokémon,"[""Stage 1""]",90,"[""Fighting""]",Antique Dome Fossil,"[""Grass""]",,"[""Kabutops""]","[""Colorless"",""Colorless""]",2,"While some say this species has gone extinct, Kabuto sightings are apparently fairly common in some places.",Souichirou Gunjima,Uncommon,[140],G,/card-images/sv3pt5-140_small.webp,/card-images/sv3pt5-140_large.webp,,140,5
925,sv3pt5-141,Kabutops,Pokémon,"[""Stage 2""]",160,"[""Fighting""]",Kabuto,"[""Grass""]",,,"[""Colorless"",""Colorless""]",2,The cause behind the extinction of this species is unknown. Kabutops were aggressive Pokémon that inhabited warm seas.,Souichirou Gunjima,Rare,[141],G,/card-images/sv3pt5-141_small.webp,/card-images/sv3pt5-141_large.webp,,141,5
926,sv3pt5-144,Articuno,Pokémon,"[""Basic""]",120,"[""Water""]",,"[""Lightning""]","[""Fighting""]",,"[""Colorless"",""Colorless""]",2,This Pokémon can control ice at will. Articuno is said to live in snowy mountains riddled with permafrost.,chibi,Rare,[144],G,/card-images/sv3pt5-144_small.webp,/card-images/sv3pt5-144_large.webp,,144,5
927,sv3pt5-96,Drowzee,Pokémon,"[""Basic""]",80,"[""Psychic""]",,"[""Darkness""]","[""Fighting""]","[""Hypno""]","[""Colorless"",""Colorless""]",2,It remembers every dream it eats. It rarely eats the dreams of adults because children's are much tastier.,Mousho,Common,[96],G,/card-images/sv3pt5-96_small.webp,/card-images/sv3pt5-96_large.webp,,96,5
928,sv3pt5-99,Kingler,Pokémon,"[""Stage 1""]",140,"[""Water""]",Krabby,"[""Lightning""]",,,"[""Colorless"",""Colorless"",""Colorless""]",3,"Its oversized claw is very powerful, but when it's not in battle, the claw just gets in the way.",Yukiko Baba,Uncommon,[99],G,/card-images/sv3pt5-99_small.webp,/card-images/sv3pt5-99_large.webp,,99,5
929,sv3pt5-101,Electrode,Pokémon,"[""Stage 1""]",90,"[""Lightning""]",Voltorb,"[""Fighting""]",,,"[""Colorless""]",1,"The more energy it charges up, the faster it gets. But this also makes it more likely to explode.",nagimiso,Rare,[101],G,/card-images/sv3pt5-101_small.webp,/card-images/sv3pt5-101_large.webp,,101,5
930,sv3pt5-103,Exeggutor,Pokémon,"[""Stage 1""]",140,"[""Grass""]",Exeggcute,"[""Fire""]",,,"[""Colorless"",""Colorless"",""Colorless""]",3,"When they work together, Exeggutor's three heads can put out powerful psychic energy. Cloudy days make this Pokémon sluggish.",Shigenori Negishi,Uncommon,[103],G,/card-images/sv3pt5-103_small.webp,/card-images/sv3pt5-103_large.webp,,103,5
931,sv3pt5-113,Chansey,Pokémon,"[""Basic""]",110,"[""Colorless""]",,"[""Fighting""]",,"[""Blissey""]","[""Colorless"",""Colorless""]",2,This kindly Pokémon lays highly nutritious eggs and shares them with injured Pokémon or people.,Taiga Kayama,Rare,[113],G,/card-images/sv3pt5-113_small.webp,/card-images/sv3pt5-113_large.webp,,113,5
932,sv3pt5-114,Tangela,Pokémon,"[""Basic""]",80,"[""Grass""]",,"[""Fire""]",,"[""Tangrowth""]","[""Colorless"",""Colorless""]",2,"Hidden beneath a tangle of vines that grows nonstop even if the vines are torn off, this Pokémon's true appearance remains a mystery.",Aya Kusube,Common,[114],G,/card-images/sv3pt5-114_small.webp,/card-images/sv3pt5-114_large.webp,,114,5
933,sv3pt5-118,Goldeen,Pokémon,"[""Basic""]",70,"[""Water""]",,"[""Lightning""]",,"[""Seaking""]","[""Colorless""]",1,Its dorsal and pectoral fins are strongly developed like muscles. It can swim at a speed of five knots.,SIE NANAHARA,Common,[118],G,/card-images/sv3pt5-118_small.webp,/card-images/sv3pt5-118_large.webp,,118,5
934,sv3pt5-122,Mr. Mime,Pokémon,"[""Basic""]",90,"[""Psychic""]",,"[""Darkness""]","[""Fighting""]",,"[""Colorless""]",1,It's known for its top-notch pantomime skills. It protects itself from all sorts of attacks by emitting auras from its fingers to create walls.,OOYAMA,Rare,[122],G,/card-images/sv3pt5-122_small.webp,/card-images/sv3pt5-122_large.webp,,122,5
935,sv3pt5-124,Jynx ex,Pokémon,"[""Basic"",""ex""]",200,"[""Water""]",,"[""Metal""]",,,"[""Colorless"",""Colorless""]",2,,Ayaka Yoshida,Double Rare,[124],G,/card-images/sv3pt5-124_small.webp,/card-images/sv3pt5-124_large.webp,"[""Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.""]",124,5
936,sv3pt5-125,Electabuzz,Pokémon,"[""Basic""]",90,"[""Lightning""]",,"[""Fighting""]",,"[""Electivire""]","[""Colorless"",""Colorless""]",2,"With the coming of a storm, many of these Pokémon will gather under tall trees and sit there waiting for lightning to strike.",NC Empire,Common,[125],G,/card-images/sv3pt5-125_small.webp,/card-images/sv3pt5-125_large.webp,,125,5
937,sv3pt5-135,Jolteon,Pokémon,"[""Stage 1""]",110,"[""Lightning""]",Eevee,"[""Fighting""]",,,,0,It concentrates the weak electric charges emitted by its cells and launches wicked lightning bolts.,sui,Rare,[135],G,/card-images/sv3pt5-135_small.webp,/card-images/sv3pt5-135_large.webp,,135,5
938,sv3pt5-137,Porygon,Pokémon,"[""Basic""]",60,"[""Colorless""]",,"[""Fighting""]",,"[""Porygon2""]","[""Colorless""]",1,"In recent years, this species has been very helpful in cyberspace. These Pokémon will go around checking to make sure no suspicious data exists.",5ban Graphics,Common,[137],G,/card-images/sv3pt5-137_small.webp,/card-images/sv3pt5-137_large.webp,,137,5
939,sv3pt5-98,Krabby,Pokémon,"[""Basic""]",70,"[""Water""]",,"[""Lightning""]",,"[""Kingler""]","[""Colorless""]",1,"If it senses danger approaching, it cloaks itself with bubbles from its mouth so it will look bigger.",Yukiko Baba,Common,[98],G,/card-images/sv3pt5-98_small.webp,/card-images/sv3pt5-98_large.webp,,98,5
940,sv3pt5-102,Exeggcute,Pokémon,"[""Basic""]",60,"[""Grass""]",,"[""Fire""]",,"[""Exeggutor""]","[""Colorless""]",1,"These Pokémon get nervous when they're not in a group of six. The minute even one member of the group goes missing, Exeggcute become cowardly.",Shigenori Negishi,Common,[102],G,/card-images/sv3pt5-102_small.webp,/card-images/sv3pt5-102_large.webp,,102,5
941,sv3pt5-108,Lickitung,Pokémon,"[""Basic""]",100,"[""Colorless""]",,"[""Fighting""]",,"[""Lickilicky""]","[""Colorless"",""Colorless"",""Colorless"",""Colorless""]",4,"Bug Pokémon are Lickitung's main food source. This Pokémon paralyzes its prey with a lick from its long tongue, then swallows the prey whole.",Saya Tsuruta,Common,[108],G,/card-images/sv3pt5-108_small.webp,/card-images/sv3pt5-108_large.webp,,108,5
942,sv3pt5-110,Weezing,Pokémon,"[""Stage 1""]",110,"[""Darkness""]",Koffing,"[""Fighting""]",,,"[""Colorless"",""Colorless""]",2,"Very rarely, a sudden mutation can result in two small Koffing twins becoming conjoined as a Weezing.",Shibuzoh.,Rare,[110],G,/card-images/sv3pt5-110_small.webp,/card-images/sv3pt5-110_large.webp,,110,5
943,sv3pt5-121,Starmie,Pokémon,"[""Stage 1""]",90,"[""Water""]",Staryu,"[""Lightning""]",,,"[""Colorless""]",1,"Starmie swims by spinning its body at high speed. As this Pokémon cruises through the ocean, it absorbs tiny plankton.",Arai Kiriko,Rare,[121],G,/card-images/sv3pt5-121_small.webp,/card-images/sv3pt5-121_large.webp,,121,5
944,sv3pt5-123,Scyther,Pokémon,"[""Basic""]",70,"[""Grass""]",,"[""Fire""]",,"[""Scizor""]",,0,"It slashes through grass with its sharp scythes, moving too fast for the human eye to track.",Hideki Ishikawa,Uncommon,[123],G,/card-images/sv3pt5-123_small.webp,/card-images/sv3pt5-123_large.webp,,123,5
945,sv3pt5-131,Lapras,Pokémon,"[""Basic""]",110,"[""Water""]",,"[""Lightning""]",,,"[""Colorless""]",1,Crossing icy seas is no issue for this cold-resistant Pokémon. Its smooth skin is a little cool to the touch.,LINNE,Uncommon,[131],G,/card-images/sv3pt5-131_small.webp,/card-images/sv3pt5-131_large.webp,,131,5
946,sv3pt5-132,Ditto,Pokémon,"[""Basic""]",60,"[""Colorless""]",,"[""Fighting""]",,,"[""Colorless""]",1,"Its transformation ability is perfect. However, if made to laugh, it can't maintain its disguise.",KIYOTAKA OSHIYAMA,Rare,[132],G,/card-images/sv3pt5-132_small.webp,/card-images/sv3pt5-132_large.webp,,132,5
947,sv3pt5-133,Eevee,Pokémon,"[""Basic""]",70,"[""Colorless""]",,"[""Fighting""]",,"[""Vaporeon"",""Jolteon"",""Flareon"",""Sylveon"",""Espeon"",""Umbreon"",""Leafeon"",""Glaceon""]","[""Colorless""]",1,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,Narumi Sato,Common,[133],G,/card-images/sv3pt5-133_small.webp,/card-images/sv3pt5-133_large.webp,,133,5
948,sv3pt5-134,Vaporeon,Pokémon,"[""Stage 1""]",130,"[""Water""]",Eevee,"[""Lightning""]",,,"[""Colorless"",""Colorless""]",2,"It lives close to water. Its long tail is ridged with a fin, which is often mistaken for a mermaid's.",kirisAki,Rare,[134],G,/card-images/sv3pt5-134_small.webp,/card-images/sv3pt5-134_large.webp,,134,5
949,sv3pt5-148,Dragonair,Pokémon,"[""Stage 1""]",100,"[""Dragon""]",Dratini,,,"[""Dragonite""]","[""Colorless"",""Colorless""]",2,"They say that if it emits an aura from its whole body, the weather will begin to change instantly.",Sanosuke Sakuma,Uncommon,[148],G,/card-images/sv3pt5-148_small.webp,/card-images/sv3pt5-148_large.webp,,148,5
950,sv3pt5-149,Dragonite,Pokémon,"[""Stage 2""]",180,"[""Dragon""]",Dragonair,,,,"[""Colorless"",""Colorless"",""Colorless""]",3,It is said that somewhere in the ocean lies an island where these gather. Only they live there.,Sanosuke Sakuma,Rare,[149],G,/card-images/sv3pt5-149_small.webp,/card-images/sv3pt5-149_large.webp,,149,5
951,sv3pt5-156,Bill's Transfer,Trainer,"[""Supporter""]",,,,,,,,,,GIDORA,Uncommon,,G,/card-images/sv3pt5-156_small.webp,/card-images/sv3pt5-156_large.webp,"[""Look at the top 8 cards of your deck. You may reveal any number of Pokémon you find there and put them into your hand. Shuffle the other cards back into your deck."",""You may play only 1 Supporter card during your turn.""]",156,5
952,sv3pt5-157,Cycling Road,Trainer,"[""Stadium""]",,,,,,,,,,Oswaldo KATO,Uncommon,,G,/card-images/sv3pt5-157_small.webp,/card-images/sv3pt5-157_large.webp,"[""Once during each player's turn, that player may discard a Basic Energy card from their hand in order to draw a card."",""You may play only 1 Stadium card during your turn. Put it next to the Active Spot, and discard it if another Stadium comes into play. A Stadium with the same name can't be played.""]",157,5
953,sv3pt5-162,Grabber,Trainer,"[""Item""]",,,,,,,,,,inose yukie,Uncommon,,G,/card-images/sv3pt5-162_small.webp,/card-images/sv3pt5-162_large.webp,"[""Your opponent reveals their hand, and you put a Pokémon you find there on the bottom of their deck."",""You may play any number of Item cards during your turn.""]",162,5
954,sv3pt5-163,Leftovers,Trainer,"[""Pokémon Tool""]",,,,,,,,,,Studio Bora Inc.,Uncommon,,G,/card-images/sv3pt5-163_small.webp,/card-images/sv3pt5-163_large.webp,"[""At the end of your turn, if the Pokémon this card is attached to is in the Active Spot, heal 20 damage from it."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.""]",163,5
955,sv3pt5-172,Caterpie,Pokémon,"[""Basic""]",50,"[""Grass""]",,"[""Fire""]",,"[""Metapod""]","[""Colorless""]",1,Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.,Teeziro,Illustration Rare,[10],G,/card-images/sv3pt5-172_small.webp,/card-images/sv3pt5-172_large.webp,,172,5
956,sv3pt5-173,Pikachu,Pokémon,"[""Basic""]",60,"[""Lightning""]",,"[""Fighting""]",,"[""Raichu""]","[""Colorless""]",1,"When it is angered, it immediately discharges the energy stored in the pouches in its cheeks.",Hiroyuki Yamamoto,Illustration Rare,[25],G,/card-images/sv3pt5-173_small.webp,/card-images/sv3pt5-173_large.webp,,173,5
957,sv3pt5-150,Mewtwo,Pokémon,"[""Basic""]",130,"[""Psychic""]",,"[""Darkness""]","[""Fighting""]",,"[""Colorless"",""Colorless""]",2,A Pokémon created by recombining Mew's genes. It's said to have the most savage heart among Pokémon.,AKIRA EGAWA,Rare,[150],G,/card-images/sv3pt5-150_small.webp,/card-images/sv3pt5-150_large.webp,,150,5
958,sv3pt5-152,Antique Dome Fossil,Trainer,"[""Item""]",60,,,,,,,,,AYUMI ODASHIMA,Common,,G,/card-images/sv3pt5-152_small.webp,/card-images/sv3pt5-152_large.webp,"[""Play this card as if it were a 60-HP Basic Colorless Pokémon. This card can't be affected by any Special Conditions and can't retreat.  At any time during your turn, you may discard this card from play."",""You may play any number of Item cards during your turn.""]",152,5
959,sv3pt5-153,Antique Helix Fossil,Trainer,"[""Item""]",60,,,,,,,,,AYUMI ODASHIMA,Common,,G,/card-images/sv3pt5-153_small.webp,/card-images/sv3pt5-153_large.webp,"[""Play this card as if it were a 60-HP Basic Colorless Pokémon. This card can't be affected by any Special Conditions and can't retreat.  At any time during your turn, you may discard this card from play."",""You may play any number of Item cards during your turn.""]",153,5
960,sv3pt5-159,Energy Sticker,Trainer,"[""Item""]",,,,,,,,,,Ayaka Yoshida,Uncommon,,G,/card-images/sv3pt5-159_small.webp,/card-images/sv3pt5-159_large.webp,"[""Flip a coin. If heads, attach a Basic Energy card from your discard pile to 1 of your Benched Pokémon."",""You may play any number of Item cards during your turn.""]",159,5
961,sv3pt5-160,Erika's Invitation,Trainer,"[""Supporter""]",,,,,,,,,,saino misaki,Uncommon,,G,/card-images/sv3pt5-160_small.webp,/card-images/sv3pt5-160_large.webp,"[""Your opponent reveals their hand, and you put a Basic Pokémon you find there onto your opponent's Bench. If you put a Pokémon onto their Bench in this way, switch in that Pokémon to the Active Spot."",""You may play only 1 Supporter card during your turn.""]",160,5
962,sv3pt5-164,Protective Goggles,Trainer,"[""Pokémon Tool""]",,,,,,,,,,Toyste Beach,Uncommon,,G,/card-images/sv3pt5-164_small.webp,/card-images/sv3pt5-164_large.webp,"[""The Basic Pokémon this card is attached to has no Weakness."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.""]",164,5
963,sv3pt5-165,Rigid Band,Trainer,"[""Pokémon Tool""]",,,,,,,,,,Toyste Beach,Uncommon,,G,/card-images/sv3pt5-165_small.webp,/card-images/sv3pt5-165_large.webp,"[""The Stage 1 Pokémon this card is attached to takes 30 less damage from attacks from your opponent's Pokémon (after applying Weakness and Resistance)."",""You may attach any number of Pokémon Tools to your Pokémon during your turn. You may attach only 1 Pokémon Tool to each Pokémon, and it stays attached.""]",165,5
