id,cardId,attackId,cost,convertedEnergyCost,damage
1034,752,1034,"[""Colorless"",""Colorless"",""Colorless""]",3,160
1035,757,807,"[""Water""]",1,30
1036,757,808,"[""Water"",""Water""]",2,210
1037,759,825,"[""Grass""]",1,
1038,759,826,"[""Grass"",""Grass"",""Grass""]",3,200
1039,760,794,"[""Fire""]",1,20
1040,760,795,"[""Fire"",""Fire""]",2,
1041,761,941,"[""Fire"",""Fire""]",2,180+
1042,762,863,[],0,
1043,763,997,"[""Colorless"",""Colorless""]",2,120
1044,764,184,"[""Fighting""]",1,10
1045,764,591,"[""Fighting"",""Fighting""]",2,30
1046,766,945,"[""Darkness""]",1,
1047,766,946,"[""Darkness"",""Colorless""]",2,30
1048,767,798,"[""Water"",""Water"",""Water""]",3,160
1049,768,992,"[""Metal""]",1,10
1050,769,997,"[""Colorless"",""Colorless""]",2,120
1051,770,133,"[""Colorless""]",1,20
1052,772,940,"[""Fighting"",""Fighting""]",2,140
1053,773,941,"[""Fire"",""Fire""]",2,180+
1054,775,182,"[""Colorless"",""Colorless""]",2,40
1055,777,1,"[""Colorless""]",1,20
1056,779,854,"[""Fighting""]",1,120
1057,779,855,"[""Fighting"",""Fighting""]",2,150+
1058,780,745,"[""Colorless""]",1,
1059,780,29,"[""Grass""]",1,20
1060,781,987,"[""Darkness""]",1,
1061,781,988,"[""Darkness"",""Darkness"",""Colorless""]",3,100+
1062,782,919,"[""Lightning"",""Colorless"",""Colorless""]",3,100
1063,784,949,"[""Metal""]",1,10+
1064,784,760,"[""Metal"",""Metal""]",2,70
1065,785,941,"[""Fire"",""Fire""]",2,180+
1066,786,798,"[""Water"",""Water"",""Water""]",3,160
1067,787,994,"[""Metal"",""Metal"",""Colorless""]",3,170
1068,790,994,"[""Metal"",""Metal"",""Colorless""]",3,170
1069,792,442,"[""Water"",""Water""]",2,60×
1070,793,705,"[""Colorless"",""Colorless""]",2,30×
1071,793,456,"[""Psychic"",""Colorless"",""Colorless""]",3,140
1072,794,694,"[""Fighting""]",1,20×
1073,794,695,"[""Fighting"",""Colorless""]",2,150
1074,795,807,"[""Water""]",1,30
1075,795,808,"[""Water"",""Water""]",2,210
1076,796,863,[],0,
1077,797,867,"[""Colorless"",""Colorless""]",2,110
1078,798,87,"[""Metal"",""Colorless"",""Colorless""]",3,90
1079,799,1079,"[""Lightning"",""Colorless""]",2,20
1080,800,843,"[""Darkness""]",1,
1081,800,1081,"[""Darkness"",""Colorless"",""Colorless""]",3,30
1082,801,1082,"[""Colorless"",""Colorless""]",2,
1083,801,516,"[""Psychic"",""Colorless"",""Colorless""]",3,100
1084,802,251,"[""Colorless""]",1,
1085,802,1,"[""Colorless"",""Colorless"",""Colorless""]",3,30
1086,803,752,"[""Fire""]",1,30
1087,805,1087,"[""Grass"",""Colorless""]",2,30
1088,805,26,"[""Grass"",""Grass"",""Colorless""]",3,80
1089,806,1087,"[""Grass"",""Colorless""]",2,20
1090,807,1090,"[""Grass"",""Grass"",""Colorless""]",3,150
1091,808,1091,"[""Water""]",1,
1092,808,186,"[""Water"",""Water""]",2,20
1093,809,1093,"[""Colorless"",""Colorless""]",2,20+
1094,810,1094,"[""Water""]",1,
1095,810,132,"[""Water"",""Water""]",2,50
1096,811,1096,"[""Darkness"",""Darkness""]",2,30
1097,812,1097,"[""Water"",""Water""]",2,140×
1098,813,363,"[""Darkness"",""Darkness""]",2,70
1099,813,1099,"[""Darkness"",""Darkness"",""Darkness""]",3,150
1100,814,1100,"[""Grass""]",1,60
1101,814,1101,"[""Colorless"",""Colorless""]",2,
1102,815,1102,"[""Lightning""]",1,
1103,815,435,"[""Lightning"",""Lightning"",""Colorless""]",3,50
1104,816,251,"[""Colorless""]",1,
1105,816,1,"[""Colorless"",""Colorless""]",2,20
1106,817,1106,"[""Darkness"",""Colorless""]",2,20
1107,818,233,"[""Colorless""]",1,10
1108,819,87,"[""Darkness""]",1,30
1109,819,1109,"[""Darkness"",""Darkness"",""Colorless""]",3,100
1110,820,1110,"[""Darkness""]",1,
1111,820,87,"[""Darkness"",""Colorless""]",2,50
1112,821,1112,"[""Darkness"",""Darkness"",""Colorless"",""Colorless""]",4,190
1113,822,20,"[""Darkness""]",1,20
1114,823,1114,"[""Psychic""]",1,
1115,823,1115,"[""Psychic"",""Colorless""]",2,20
1116,824,1116,"[""Psychic""]",1,
1117,824,1117,"[""Psychic"",""Psychic"",""Psychic""]",3,50
1118,825,1118,"[""Colorless"",""Colorless""]",2,30
1119,826,5,"[""Grass"",""Colorless"",""Colorless""]",3,90
1120,827,74,"[""Grass""]",1,10
1121,827,1121,"[""Grass"",""Colorless""]",2,20
1122,828,157,"[""Fighting""]",1,40
1123,828,1123,"[""Fighting"",""Fighting""]",2,80
1124,829,1124,"[""Grass""]",1,
1125,829,193,"[""Colorless"",""Colorless""]",2,50
1126,830,157,"[""Fighting""]",1,10
1127,830,185,"[""Fighting"",""Fighting""]",2,30
1128,831,397,"[""Fire""]",1,
1129,831,385,"[""Fire"",""Fire""]",2,30
1130,832,1130,"[""Colorless"",""Colorless""]",2,20
1131,833,77,"[""Fire""]",1,20
1132,833,88,"[""Fire"",""Fire"",""Fire""]",3,90
1133,834,1133,"[""Fire""]",1,60+
1134,834,1134,"[""Fire"",""Fire"",""Fire"",""Fire""]",4,330
1135,835,1135,"[""Grass""]",1,10+
1136,836,1,"[""Grass""]",1,20
1137,836,1137,"[""Colorless"",""Colorless""]",2,
1138,837,39,"[""Grass""]",1,10
1139,837,11,"[""Colorless"",""Colorless""]",2,20
1140,838,228,"[""Colorless""]",1,20
1141,839,228,"[""Colorless""]",1,40
1142,839,252,"[""Colorless"",""Colorless"",""Colorless""]",3,150
1143,840,144,"[""Lightning"",""Lightning"",""Colorless""]",3,180
1144,841,6,"[""Colorless"",""Colorless""]",2,30
1145,842,900,"[""Fighting""]",1,30
1146,842,1146,"[""Fighting"",""Colorless"",""Colorless""]",3,80+
1147,843,1147,"[""Darkness"",""Colorless""]",2,90
1148,843,1148,"[""Darkness"",""Darkness"",""Colorless""]",3,160
1149,844,1149,"[""Colorless""]",1,
1150,844,1015,"[""Colorless"",""Colorless""]",2,20×
1151,845,1151,"[""Colorless"",""Colorless"",""Colorless""]",3,90+
1152,846,48,"[""Colorless""]",1,10
1153,847,23,"[""Colorless"",""Colorless""]",2,20
1154,848,1154,"[""Grass""]",1,30
1155,848,1155,"[""Grass"",""Colorless"",""Colorless""]",3,90
1156,849,1156,"[""Colorless"",""Colorless""]",2,30+
1157,849,201,"[""Grass"",""Grass""]",2,110
1158,850,156,"[""Colorless"",""Colorless""]",2,30+
1159,851,1159,"[""Colorless""]",1,
1160,851,233,"[""Colorless""]",1,50
1161,852,326,"[""Fire"",""Colorless""]",2,20
1162,853,1162,"[""Fire""]",1,30
1163,853,1163,"[""Fire"",""Colorless""]",2,80+
1164,854,118,"[""Colorless""]",1,
1165,855,76,"[""Colorless""]",1,10
1166,855,1166,"[""Grass"",""Colorless"",""Colorless""]",3,40
1167,856,1167,"[""Colorless""]",1,
1168,856,357,"[""Colorless"",""Colorless""]",2,20
1169,857,28,"[""Colorless"",""Colorless"",""Colorless""]",3,70
1170,858,1170,"[""Fire""]",1,30
1171,858,1171,"[""Fire"",""Fire"",""Colorless"",""Colorless""]",4,240
1172,859,1172,"[""Colorless""]",1,
1173,859,62,"[""Water""]",1,10
1174,860,1174,"[""Water""]",1,10
1175,861,45,"[""Water""]",1,20
1176,861,1176,"[""Water"",""Colorless""]",2,30+
1177,862,1177,"[""Grass""]",1,50
1178,862,1178,"[""Grass"",""Colorless""]",2,120
1179,863,399,"[""Fire""]",1,
1180,863,1180,"[""Fire"",""Colorless"",""Colorless""]",3,90
1181,864,1181,"[""Lightning""]",1,
1182,864,109,"[""Lightning"",""Colorless"",""Colorless""]",3,60
1183,865,1183,"[""Colorless""]",1,10+
1184,866,955,"[""Psychic""]",1,20
1185,867,154,"[""Psychic""]",1,50×
1186,867,1186,"[""Psychic"",""Colorless""]",2,110
1187,868,1187,"[""Colorless"",""Colorless""]",2,80×
1188,868,1188,"[""Fighting"",""Fighting"",""Colorless"",""Colorless""]",4,100
1189,869,1189,"[""Fire""]",1,10
1190,870,1190,"[""Psychic""]",1,30
1191,871,1191,"[""Fighting""]",1,
1192,871,172,"[""Fighting"",""Fighting""]",2,30
1193,872,760,"[""Grass""]",1,10
1194,872,363,"[""Grass"",""Colorless""]",2,20
1195,873,1195,"[""Water""]",1,10
1196,873,1196,"[""Colorless"",""Colorless""]",2,20
1197,874,1197,"[""Colorless"",""Colorless""]",2,30
1198,874,1198,"[""Water"",""Colorless"",""Colorless""]",3,90×
1199,875,1199,"[""Fighting""]",1,50
1200,875,1200,"[""Fighting"",""Colorless"",""Colorless""]",3,180
1201,876,112,"[""Fire""]",1,
1202,876,130,"[""Fire"",""Colorless"",""Colorless""]",3,30
1203,877,1203,"[""Psychic""]",1,
1204,877,50,"[""Colorless"",""Colorless""]",2,20
1205,878,1205,"[""Colorless""]",1,
1206,878,1206,"[""Colorless""]",1,30
1207,879,173,"[""Colorless""]",1,30
1208,880,1208,"[""Fighting""]",1,20+
1209,881,125,"[""Psychic""]",1,20
1210,882,1210,"[""Fighting"",""Fighting""]",2,50
1211,883,1211,"[""Fighting"",""Fighting""]",2,100
1212,884,760,"[""Grass""]",1,30
1213,884,15,"[""Grass"",""Colorless""]",2,50
1214,885,1214,"[""Fighting""]",1,40×
1215,885,1188,"[""Fighting"",""Colorless"",""Colorless""]",3,60
1216,886,1216,"[""Lightning""]",1,10
1217,886,1217,"[""Lightning"",""Colorless""]",2,60
1218,887,429,"[""Water""]",1,20
1219,888,1219,"[""Darkness""]",1,10
1220,889,497,"[""Psychic"",""Colorless""]",2,30
1221,890,1221,"[""Colorless""]",1,
1222,890,1222,"[""Water"",""Water"",""Colorless""]",3,120
1223,891,1223,"[""Fighting""]",1,40
1224,891,1224,"[""Fighting"",""Colorless"",""Colorless""]",3,150
1225,892,1225,"[""Water""]",1,50
1226,892,1226,"[""Water"",""Colorless"",""Colorless""]",3,100+
1227,893,1227,"[""Colorless"",""Colorless""]",2,90+
1228,893,1228,"[""Psychic"",""Psychic""]",2,120
1229,894,1229,"[""Fighting""]",1,
1230,894,833,"[""Fighting"",""Colorless""]",2,20
1231,895,1231,"[""Psychic""]",1,
1232,895,1232,"[""Psychic"",""Colorless"",""Colorless""]",3,160
1233,896,1233,"[""Water"",""Colorless""]",2,
1234,896,1234,"[""Water"",""Colorless"",""Colorless""]",3,100
1235,897,1235,"[""Darkness""]",1,30
1236,897,1236,"[""Darkness"",""Darkness"",""Darkness"",""Colorless""]",4,180
1237,898,1237,"[""Water"",""Water""]",2,30
1238,899,1238,"[""Water"",""Water""]",2,80
1239,900,329,"[""Psychic"",""Psychic"",""Colorless""]",3,110
1240,901,1240,"[""Fighting""]",1,10×
1241,902,1241,"[""Fighting""]",1,30
1242,902,454,"[""Fighting"",""Colorless""]",2,120
1243,903,1243,"[""Fighting""]",1,
1244,903,175,"[""Fighting"",""Fighting"",""Fighting""]",3,100
1245,904,1245,"[""Fighting"",""Fighting""]",2,60
1246,905,1246,"[""Fighting"",""Colorless""]",2,30
1247,905,1247,"[""Fighting"",""Fighting"",""Colorless""]",3,40+
1248,906,1248,"[""Colorless""]",1,
1249,906,1249,"[""Colorless"",""Colorless"",""Colorless""]",3,100×
1250,907,1250,"[""Water"",""Colorless"",""Colorless""]",3,50
1251,908,1251,"[""Water""]",1,10
1252,908,1252,"[""Colorless"",""Colorless"",""Colorless""]",3,60+
1253,909,1253,"[""Water"",""Colorless""]",2,30
1254,910,387,"[""Fire""]",1,10
1255,910,1255,"[""Fire"",""Fire"",""Colorless""]",3,80+
1256,911,1256,"[""Colorless""]",1,
1257,911,1257,"[""Colorless"",""Colorless""]",2,30+
1258,912,1258,"[""Fire""]",1,30
1259,912,1259,"[""Fire"",""Colorless"",""Colorless""]",3,90+
1260,913,1260,"[""Water"",""Water""]",2,50
1261,914,1261,"[""Water"",""Water""]",2,90
1262,915,113,"[""Colorless""]",1,30
1263,915,1263,"[""Colorless"",""Colorless""]",2,100
1264,916,1264,"[""Colorless"",""Colorless"",""Colorless""]",3,130
1265,917,1265,"[""Lightning""]",1,10+
1266,918,1266,"[""Colorless"",""Colorless""]",2,20
1267,919,1267,"[""Fighting"",""Colorless""]",2,20
1268,919,1268,"[""Fighting"",""Fighting"",""Colorless""]",3,70
1269,920,57,"[""Water""]",1,10
1270,920,55,"[""Water"",""Colorless"",""Colorless""]",3,40
1271,921,61,"[""Grass"",""Colorless""]",2,30
1272,921,1272,"[""Grass"",""Grass"",""Colorless""]",3,90+
1273,922,1273,"[""Water""]",1,
1274,923,1274,"[""Water"",""Colorless"",""Colorless"",""Colorless""]",4,200
1275,924,1275,"[""Fighting"",""Colorless""]",2,70×
1276,925,1276,"[""Fighting"",""Colorless"",""Colorless""]",3,100
1277,926,1277,"[""Water"",""Water"",""Water""]",3,110
1278,927,514,"[""Psychic"",""Colorless""]",2,30
1279,928,1279,"[""Water"",""Water"",""Water""]",3,90
1280,928,1280,"[""Water"",""Water"",""Water"",""Water""]",4,220
1281,929,1281,"[""Lightning""]",1,20+
1282,929,99,"[""Lightning"",""Colorless""]",2,70
1283,930,128,"[""Colorless"",""Colorless""]",2,30+
1284,930,59,"[""Grass"",""Grass"",""Colorless""]",3,130
1285,931,123,"[""Colorless"",""Colorless"",""Colorless""]",3,70
1286,932,1286,"[""Grass""]",1,10+
1287,933,1287,"[""Water""]",1,10×
1288,933,1288,"[""Colorless"",""Colorless""]",2,20
1289,934,1289,"[""Colorless""]",1,
1290,935,1290,"[""Water"",""Colorless"",""Colorless""]",3,
1291,935,1291,"[""Water"",""Water"",""Water""]",3,120
1292,936,1292,"[""Lightning""]",1,10+
1293,936,33,"[""Lightning"",""Colorless""]",2,30
1294,937,104,"[""Lightning""]",1,
1295,937,1295,"[""Lightning"",""Colorless"",""Colorless""]",3,90+
1296,938,1296,"[""Colorless""]",1,
1297,939,1297,"[""Water""]",1,
1298,939,1298,"[""Water"",""Water"",""Water""]",3,50
1299,940,379,"[""Colorless"",""Colorless""]",2,30×
1300,941,1300,"[""Colorless"",""Colorless"",""Colorless""]",3,70
1301,942,1301,"[""Colorless"",""Colorless""]",2,50
1302,943,256,"[""Water"",""Colorless""]",2,50
1303,944,1303,"[""Grass""]",1,20
1304,944,1304,"[""Grass"",""Colorless"",""Colorless""]",3,70
1305,945,1305,"[""Water""]",1,
1306,945,1306,"[""Water"",""Colorless"",""Colorless""]",3,90
1307,946,1307,"[""Colorless""]",1,10
1308,947,1308,"[""Colorless""]",1,
1309,947,1309,"[""Colorless""]",1,10
1310,948,1310,"[""Water""]",1,30
1311,948,1311,"[""Water"",""Colorless"",""Colorless""]",3,90+
1312,949,204,"[""Water""]",1,20
1313,949,82,"[""Water"",""Lightning""]",2,90
1314,950,1314,"[""Water"",""Lightning""]",2,180
1315,955,1135,"[""Grass""]",1,10+
1316,956,1102,"[""Lightning""]",1,
1317,956,435,"[""Lightning"",""Lightning"",""Colorless""]",3,50
1318,957,1318,"[""Colorless"",""Colorless""]",2,20
1319,957,1319,"[""Psychic"",""Psychic"",""Colorless""]",3,130
1320,964,397,"[""Fire""]",1,
1321,964,385,"[""Fire"",""Fire""]",2,30
1322,967,1087,"[""Grass"",""Colorless""]",2,20
1323,968,77,"[""Fire""]",1,20
1324,968,88,"[""Fire"",""Fire"",""Fire""]",3,90
1325,969,1094,"[""Water""]",1,
1326,969,132,"[""Water"",""Water""]",2,50
1327,970,1327,"[""Lightning"",""Lightning"",""Lightning""]",3,120
1328,971,1328,"[""Fire"",""Fire"",""Fire""]",3,
1329,972,204,"[""Water""]",1,10
1330,972,1330,"[""Water"",""Lightning""]",2,40
1331,973,1331,"[""Colorless"",""Colorless"",""Colorless""]",3,
1332,976,1087,"[""Grass"",""Colorless""]",2,30
1333,976,26,"[""Grass"",""Grass"",""Colorless""]",3,80
1334,977,1091,"[""Water""]",1,
1335,977,186,"[""Water"",""Water""]",2,20
1336,978,1210,"[""Fighting"",""Fighting""]",2,50
1337,979,1199,"[""Fighting""]",1,50
1338,979,1200,"[""Fighting"",""Colorless"",""Colorless""]",3,180
1339,980,1289,"[""Colorless""]",1,
1340,981,1260,"[""Water"",""Water""]",2,50
1341,982,363,"[""Darkness"",""Darkness""]",2,70
1342,982,1099,"[""Darkness"",""Darkness"",""Darkness""]",3,150
1343,983,1151,"[""Colorless"",""Colorless"",""Colorless""]",3,90+
1344,984,1227,"[""Colorless"",""Colorless""]",2,90+
1345,984,1228,"[""Psychic"",""Psychic""]",2,120
1346,985,1327,"[""Lightning"",""Lightning"",""Lightning""]",3,120
1347,986,1331,"[""Colorless"",""Colorless"",""Colorless""]",3,
1348,987,1112,"[""Darkness"",""Darkness"",""Colorless"",""Colorless""]",4,190
1349,988,204,"[""Water""]",1,20
1350,988,82,"[""Water"",""Lightning""]",2,90
1351,989,1090,"[""Grass"",""Grass"",""Colorless""]",3,150
1352,990,1162,"[""Fire""]",1,30
1353,990,1163,"[""Fire"",""Colorless""]",2,80+
1354,991,1290,"[""Water"",""Colorless"",""Colorless""]",3,
1355,991,1291,"[""Water"",""Water"",""Water""]",3,120
1356,992,1172,"[""Colorless""]",1,
1357,992,62,"[""Water""]",1,10
1358,993,45,"[""Water""]",1,20
1359,993,1176,"[""Water"",""Colorless""]",2,30+
1360,994,1286,"[""Grass""]",1,10+
1361,995,1133,"[""Fire""]",1,60+
1362,995,1134,"[""Fire"",""Fire"",""Fire"",""Fire""]",4,330
1363,996,1097,"[""Water"",""Water""]",2,140×
1364,997,1248,"[""Colorless""]",1,
1365,997,1249,"[""Colorless"",""Colorless"",""Colorless""]",3,100×
1366,1002,1090,"[""Grass"",""Grass"",""Colorless""]",3,150
1367,1003,1133,"[""Fire""]",1,60+
1368,1003,1134,"[""Fire"",""Fire"",""Fire"",""Fire""]",4,330
1369,1004,1097,"[""Water"",""Water""]",2,140×
1370,1005,1227,"[""Colorless"",""Colorless""]",2,90+
1371,1005,1228,"[""Psychic"",""Psychic""]",2,120
1372,1007,1327,"[""Lightning"",""Lightning"",""Lightning""]",3,120
1373,1010,1331,"[""Colorless"",""Colorless"",""Colorless""]",3,
1374,1011,362,"[""Colorless"",""Colorless""]",2,100+
1375,1012,403,"[""Fire""]",1,50
1376,1012,404,"[""Fire"",""Fire""]",2,270-
1377,1013,26,"[""Grass"",""Colorless"",""Colorless""]",3,50
1378,1014,78,"[""Fire"",""Fire""]",2,40
1379,1015,1318,"[""Colorless"",""Colorless""]",2,20
1380,1015,1319,"[""Psychic"",""Psychic"",""Colorless""]",3,130
1381,1016,1174,"[""Water"",""Water""]",2,20
1382,1017,1331,"[""Colorless"",""Colorless"",""Colorless""]",3,
1383,1018,1383,"[""Colorless""]",1,
1384,1018,1384,"[""Water"",""Water""]",2,120+
1385,1019,1385,"[""Lightning"",""Lightning"",""Colorless""]",3,30+
1386,1020,413,"[""Water""]",1,60
1387,1020,414,"[""Water"",""Colorless""]",2,230
1388,1021,1227,"[""Colorless"",""Colorless""]",2,90+
1389,1021,1228,"[""Psychic"",""Psychic""]",2,120
1390,1022,1248,"[""Colorless""]",1,
1391,1022,1249,"[""Colorless"",""Colorless"",""Colorless""]",3,100×
1392,1023,1327,"[""Lightning"",""Lightning"",""Lightning""]",3,120
1393,1024,1264,"[""Colorless"",""Colorless"",""Colorless""]",3,130
1394,1025,1394,"[""Grass""]",1,10×
1395,1026,1395,"[""Grass""]",1,
1396,1026,1396,"[""Grass"",""Colorless""]",2,70
1397,1027,1397,"[""Water"",""Water""]",2,140
1398,1028,251,"[""Colorless""]",1,
1399,1028,1087,"[""Grass"",""Colorless"",""Colorless""]",3,30
1400,1029,1400,"[""Grass"",""Colorless"",""Colorless""]",3,100
1401,1030,204,"[""Colorless"",""Colorless""]",2,20
1402,1031,591,"[""Colorless"",""Colorless""]",2,50
1403,1031,1403,"[""Grass"",""Colorless"",""Colorless""]",3,100
1404,1032,1404,"[""Grass""]",1,10+
1405,1033,132,"[""Grass""]",1,30
1406,1033,365,"[""Grass"",""Grass""]",2,40×
1407,1034,12,"[""Grass""]",1,30
1408,1035,1408,"[""Grass""]",1,
1409,1035,514,"[""Colorless"",""Colorless""]",2,20
1410,1036,1410,"[""Grass""]",1,30×
1411,1036,1411,"[""Colorless"",""Colorless""]",2,100
1412,1037,76,"[""Colorless""]",1,10
1413,1038,130,"[""Colorless"",""Colorless""]",2,30
1414,1039,1414,"[""Grass""]",1,
1415,1039,1415,"[""Grass"",""Colorless""]",2,30
1416,1040,94,"[""Colorless"",""Colorless""]",2,20
1417,1040,32,"[""Grass"",""Colorless"",""Colorless""]",3,40
1418,1041,1418,"[""Grass"",""Colorless"",""Colorless""]",3,80
1419,1042,1419,"[""Grass""]",1,
1420,1042,1420,"[""Grass"",""Grass"",""Grass"",""Colorless""]",4,140
1421,1043,1421,[],0,
1422,1044,251,"[""Colorless""]",1,
1423,1044,1423,"[""Fire"",""Colorless"",""Colorless""]",3,20
1424,1045,752,"[""Fire"",""Colorless"",""Colorless"",""Colorless""]",4,190
1425,1046,1425,"[""Fire""]",1,20
1426,1046,1188,"[""Fire"",""Colorless"",""Colorless"",""Colorless""]",4,120
1427,1047,387,"[""Fire""]",1,10
1428,1047,39,"[""Fire"",""Fire""]",2,30
1429,1048,1429,"[""Fire"",""Fire""]",2,90
1430,1049,1408,"[""Colorless""]",1,
1431,1049,1431,"[""Fire"",""Colorless""]",2,20
1432,1050,1432,"[""Colorless""]",1,
1433,1050,833,"[""Fire"",""Colorless"",""Colorless""]",3,50
1434,1051,1434,"[""Colorless"",""Colorless""]",2,40+
1435,1052,1435,"[""Fire"",""Fire"",""Colorless""]",3,120
1436,1053,1436,"[""Fire""]",1,
1437,1053,1437,"[""Fire"",""Fire""]",2,50+
1438,1054,364,"[""Water""]",1,20
1439,1055,1225,"[""Water"",""Colorless""]",2,50
1440,1056,1440,"[""Water""]",1,
1441,1056,1441,"[""Water"",""Colorless""]",2,120
1442,1057,1288,"[""Colorless""]",1,10
1443,1058,1443,"[""Water"",""Colorless""]",2,60
1444,1059,1444,"[""Water""]",1,
1445,1060,1445,"[""Water"",""Colorless""]",2,60
1446,1061,1446,"[""Water""]",1,10+
1447,1062,1447,"[""Fighting""]",1,160
1448,1062,1448,"[""Colorless"",""Colorless""]",2,
1449,1063,1449,[],0,
1450,1064,1450,"[""Colorless"",""Colorless""]",2,30
1451,1064,1451,"[""Water"",""Colorless"",""Colorless""]",3,80+
1452,1065,251,"[""Colorless""]",1,
1453,1065,392,"[""Water"",""Colorless"",""Colorless""]",3,30
1454,1066,1454,"[""Water"",""Colorless"",""Colorless""]",3,50
1455,1067,429,"[""Water"",""Water""]",2,40
1456,1068,434,"[""Water"",""Water""]",2,60
1457,1069,438,"[""Water"",""Water""]",2,110
1458,1070,1458,"[""Grass""]",1,
1459,1070,1459,"[""Grass"",""Grass""]",2,180
1460,1071,829,"[""Water""]",1,
1461,1071,76,"[""Water"",""Colorless""]",2,20
1462,1072,1462,"[""Colorless""]",1,
1463,1072,39,"[""Water"",""Colorless"",""Colorless""]",3,30
1464,1073,1464,"[""Water""]",1,20×
1465,1073,40,"[""Water"",""Water"",""Colorless""]",3,130
1466,1074,1466,"[""Colorless"",""Colorless""]",2,70
1467,1074,1467,"[""Water"",""Colorless"",""Colorless""]",3,170
1468,1075,1468,"[""Water""]",1,10×
1469,1076,1469,"[""Water"",""Colorless""]",2,30
1470,1077,1470,"[""Water"",""Water""]",2,70×
1471,1078,80,"[""Colorless"",""Colorless"",""Colorless""]",3,60+
1472,1079,1472,"[""Colorless""]",1,
1473,1079,1441,"[""Water"",""Colorless"",""Colorless"",""Colorless"",""Colorless""]",5,180
1474,1080,1474,"[""Water"",""Colorless"",""Colorless""]",3,80
1475,1081,1475,"[""Water""]",1,
1476,1081,1476,"[""Water"",""Water"",""Colorless""]",3,130
1477,1082,1477,"[""Psychic""]",1,
1478,1082,1478,"[""Psychic"",""Psychic""]",2,10+
1479,1083,1479,[],0,
1480,1084,1480,"[""Colorless"",""Colorless""]",2,10+
1481,1085,432,"[""Lightning""]",1,20
1482,1086,126,"[""Lightning""]",1,10
1483,1086,509,"[""Lightning"",""Colorless"",""Colorless""]",3,50
1484,1087,1484,"[""Lightning""]",1,
1485,1087,144,"[""Lightning"",""Colorless"",""Colorless""]",3,150
1486,1088,1486,"[""Lightning""]",1,10×
1487,1089,463,"[""Lightning""]",1,50
1488,1090,1488,"[""Colorless""]",1,20
1489,1090,1489,"[""Lightning"",""Lightning"",""Colorless""]",3,130
1490,1091,1490,"[""Colorless""]",1,
1491,1091,858,"[""Lightning"",""Colorless""]",2,50
1492,1092,1492,"[""Lightning"",""Colorless""]",2,30+
1493,1092,723,"[""Lightning"",""Lightning"",""Colorless""]",3,180
1494,1093,248,"[""Lightning"",""Lightning""]",2,60
1495,1094,1495,"[""Lightning"",""Lightning"",""Colorless""]",3,160
1496,1094,1496,"[""Lightning"",""Colorless"",""Colorless"",""Colorless""]",4,120
1497,1095,1287,"[""Psychic""]",1,10×
1498,1096,329,"[""Psychic"",""Colorless"",""Colorless""]",3,80
1499,1097,113,"[""Colorless""]",1,20
1500,1097,1500,"[""Psychic"",""Psychic"",""Colorless""]",3,180
1501,1098,1501,"[""Psychic""]",1,30
1502,1098,1502,"[""Psychic"",""Psychic"",""Psychic""]",3,120
1503,1099,1503,"[""Psychic"",""Psychic""]",2,
1504,1100,1504,"[""Psychic"",""Psychic""]",2,110
1505,1101,356,"[""Psychic""]",1,10
1506,1101,173,"[""Colorless"",""Colorless""]",2,40
1507,1102,1507,"[""Psychic"",""Colorless"",""Colorless""]",3,100
1508,1103,801,"[""Psychic""]",1,10+
1509,1104,128,"[""Psychic"",""Psychic""]",2,10+
1510,1105,1510,"[""Psychic"",""Psychic""]",2,70+
1511,1106,1511,"[""Psychic""]",1,
1512,1106,497,"[""Psychic""]",1,10
1513,1107,454,"[""Psychic""]",1,40
1514,1108,1514,"[""Psychic""]",1,20+
1515,1109,1515,"[""Psychic""]",1,30
1516,1109,1516,"[""Psychic""]",1,60+
1517,1110,36,"[""Psychic""]",1,30
1518,1110,1518,"[""Psychic"",""Colorless""]",2,
1519,1111,251,"[""Colorless""]",1,
1520,1111,184,"[""Colorless"",""Colorless""]",2,20
1521,1112,1521,"[""Colorless""]",1,20×
1522,1113,1522,"[""Psychic"",""Psychic"",""Colorless""]",3,200
1523,1114,1523,"[""Colorless""]",1,20
1524,1114,832,"[""Colorless"",""Colorless"",""Colorless""]",3,80
1525,1115,1525,"[""Colorless""]",1,
1526,1116,201,"[""Colorless""]",1,40
1527,1116,1527,"[""Colorless"",""Colorless"",""Colorless""]",3,80
1528,1117,1528,"[""Colorless""]",1,
1529,1117,1529,"[""Fighting"",""Fighting"",""Colorless""]",3,60×
1530,1118,48,"[""Fighting""]",1,20
1531,1119,235,"[""Fighting""]",1,50
1532,1120,175,"[""Fighting""]",1,10
1533,1120,1533,"[""Colorless"",""Colorless""]",2,20
1534,1121,1534,"[""Fighting""]",1,20×
1535,1121,1535,"[""Colorless"",""Colorless""]",2,50+
1536,1122,138,"[""Darkness"",""Darkness""]",2,50×
1537,1122,1537,"[""Darkness"",""Darkness"",""Darkness""]",3,200
1538,1123,1538,"[""Colorless""]",1,20×
1539,1124,538,"[""Lightning"",""Lightning""]",2,70
1540,1124,1540,"[""Lightning"",""Lightning"",""Lightning""]",3,270
1541,1125,524,"[""Fighting""]",1,10
1542,1125,1542,"[""Fighting"",""Fighting""]",2,20+
1543,1126,1543,"[""Fighting""]",1,10
1544,1127,1544,"[""Fighting"",""Fighting""]",2,80
